Requisition_ID,Department,Open_Date,Time_To_Fill_Days,Candidate_Count,Offer_Accepted,Hire_Date,Hiring_Manager
REQ01088,Finance,2025-07-30,25,30,Yes,2025-08-24,MGR0231
REQ01089,Maintenance,2024-08-25,41,18,Yes,2024-10-05,MGR0277
REQ01090,Maintenance,2025-11-18,23,49,Yes,2025-12-11,MGR0268
REQ01091,Maintenance,2023-09-14,60,10,Yes,2023-11-13,MGR0124
REQ01092,Maintenance,2023-11-12,54,149,Yes,2024-01-05,MGR0235
REQ01093,Operations,2025-02-09,26,125,Yes,2025-03-07,MGR0007
REQ01094,IT,2023-03-31,70,20,Yes,2023-06-09,MGR0160
REQ01095,Maintenance,2023-01-29,20,21,Yes,2023-02-18,MGR0072
REQ01096,Safety & Compliance,2025-07-30,74,50,Yes,2025-10-12,MGR0147
REQ01097,Maintenance,2023-02-05,20,33,Yes,2023-02-25,MGR0181
REQ01098,Operations,2023-09-09,68,113,Yes,2023-11-16,MGR0112
REQ01099,Operations,2025-09-17,62,18,Yes,2025-11-18,MGR0120
REQ01100,Operations,2023-11-15,32,100,Yes,2023-12-17,MGR0076
REQ01101,Operations,2024-08-18,48,138,Yes,2024-10-05,MGR0286
REQ01102,IT,2025-05-13,73,14,Yes,2025-07-25,MGR0298
REQ01103,Operations,2023-06-07,64,25,Yes,2023-08-10,MGR0222
REQ01104,Customer Service,2023-12-10,20,72,Yes,2023-12-30,MGR0126
REQ01105,IT,2025-10-10,67,34,Yes,2025-12-16,MGR0195
REQ01106,Maintenance,2024-01-20,29,43,No,2024-02-18,MGR0079
REQ01107,Maintenance,2023-12-29,40,75,Yes,2024-02-07,MGR0047
REQ01108,IT,2023-12-31,62,34,Yes,2024-03-02,MGR0195
REQ01109,Maintenance,2024-03-26,51,52,Yes,2024-05-16,MGR0146
REQ01110,Customer Service,2023-06-13,35,43,No,2023-07-18,MGR0042
REQ01111,Finance,2024-02-26,43,64,Yes,2024-04-09,MGR0100
REQ01112,Operations,2024-12-22,54,91,Yes,2025-02-14,MGR0106
REQ01113,HR,2025-05-28,35,88,Yes,2025-07-02,MGR0061
REQ01114,Customer Service,2023-01-14,73,135,Yes,2023-03-28,MGR0081
REQ01115,HR,2023-02-28,38,13,Yes,2023-04-07,MGR0288
REQ01116,Operations,2023-06-02,42,94,Yes,2023-07-14,MGR0116
REQ01117,Operations,2024-08-30,27,101,Yes,2024-09-26,MGR0261
REQ01118,Customer Service,2024-07-25,22,148,Yes,2024-08-16,MGR0047
REQ01119,Operations,2025-07-31,54,149,Yes,2025-09-23,MGR0065
REQ01120,Operations,2024-03-26,46,130,Yes,2024-05-11,MGR0112
REQ01121,Finance,2024-11-02,50,120,Yes,2024-12-22,MGR0270
REQ01122,Customer Service,2023-12-17,24,128,Yes,2024-01-10,MGR0006
REQ01123,Operations,2024-09-26,22,30,No,2024-10-18,MGR0218
REQ01124,Finance,2025-02-06,56,60,Yes,2025-04-03,MGR0231
REQ01125,HR,2023-04-16,29,106,Yes,2023-05-15,MGR0033
REQ01126,Customer Service,2024-02-02,21,49,No,2024-02-23,MGR0240
REQ01127,Customer Service,2024-06-02,67,42,Yes,2024-08-08,MGR0219
REQ01128,Customer Service,2025-10-05,60,89,Yes,2025-12-04,MGR0054
REQ01129,Operations,2025-05-29,60,17,Yes,2025-07-28,MGR0213
REQ01130,IT,2023-08-20,59,64,Yes,2023-10-18,MGR0053
REQ01131,Customer Service,2023-07-24,21,46,Yes,2023-08-14,MGR0193
REQ01132,Operations,2025-08-05,25,107,Yes,2025-08-30,MGR0243
REQ01133,Finance,2023-05-17,44,141,Yes,2023-06-30,MGR0230
REQ01134,HR,2025-05-03,22,24,Yes,2025-05-25,MGR0256
REQ01135,Operations,2024-10-03,70,133,Yes,2024-12-12,MGR0077
REQ01136,Customer Service,2024-02-18,20,57,Yes,2024-03-09,MGR0264
REQ01137,Maintenance,2024-10-11,67,61,Yes,2024-12-17,MGR0072
REQ01138,Operations,2025-12-15,47,63,Yes,2026-01-31,MGR0277
REQ01139,Operations,2025-12-24,26,116,No,2026-01-19,MGR0202
REQ01140,Maintenance,2024-05-16,39,113,Yes,2024-06-24,MGR0053
REQ01141,Maintenance,2024-12-31,60,97,No,2025-03-01,MGR0012
REQ01142,Maintenance,2023-04-11,66,149,Yes,2023-06-16,MGR0167
REQ01143,Finance,2023-12-08,63,53,Yes,2024-02-09,MGR0294
REQ01144,Customer Service,2023-09-26,18,146,Yes,2023-10-14,MGR0171
REQ01145,IT,2023-10-11,45,109,Yes,2023-11-25,MGR0078
REQ01146,Maintenance,2024-06-20,75,21,Yes,2024-09-03,MGR0103
REQ01147,Operations,2024-08-18,30,100,Yes,2024-09-17,MGR0114
REQ01148,Maintenance,2025-09-24,18,17,Yes,2025-10-12,MGR0245
REQ01149,Customer Service,2023-11-24,38,30,Yes,2024-01-01,MGR0224
REQ01150,Maintenance,2024-11-16,65,80,Yes,2025-01-20,MGR0296
REQ01151,Operations,2023-02-25,38,116,Yes,2023-04-04,MGR0048
REQ01152,Maintenance,2024-02-18,67,128,Yes,2024-04-25,MGR0081
REQ01153,Operations,2023-03-18,29,60,Yes,2023-04-16,MGR0128
REQ01154,Maintenance,2025-10-31,69,65,Yes,2026-01-08,MGR0062
REQ01155,Operations,2025-05-20,68,93,Yes,2025-07-27,MGR0029
REQ01156,Finance,2023-01-15,69,150,Yes,2023-03-25,MGR0278
REQ01157,Operations,2025-08-17,66,141,No,2025-10-22,MGR0098
REQ01158,Maintenance,2025-11-18,22,92,Yes,2025-12-10,MGR0157
REQ01159,IT,2025-01-12,71,92,Yes,2025-03-24,MGR0153
REQ01160,Operations,2023-10-02,74,84,Yes,2023-12-15,MGR0013
REQ01161,Maintenance,2023-08-22,35,24,Yes,2023-09-26,MGR0019
REQ01162,Operations,2023-02-27,67,20,Yes,2023-05-05,MGR0058
REQ01163,Maintenance,2023-07-05,63,149,Yes,2023-09-06,MGR0025
REQ01164,Operations,2023-11-01,59,150,Yes,2023-12-30,MGR0071
REQ01165,Maintenance,2025-12-29,43,72,Yes,2026-02-10,MGR0020
REQ01166,Maintenance,2024-08-26,70,42,Yes,2024-11-04,MGR0270
REQ01167,Customer Service,2024-04-04,40,40,Yes,2024-05-14,MGR0153
REQ01168,Operations,2023-08-06,43,105,Yes,2023-09-18,MGR0069
REQ01169,Operations,2024-02-22,27,70,Yes,2024-03-20,MGR0284
REQ01170,Operations,2023-10-04,28,64,Yes,2023-11-01,MGR0194
REQ01171,Maintenance,2025-07-31,56,62,No,2025-09-25,MGR0194
REQ01172,Operations,2025-11-17,73,146,Yes,2026-01-29,MGR0195
REQ01173,Operations,2023-04-15,26,92,Yes,2023-05-11,MGR0008
REQ01174,Maintenance,2024-12-18,33,99,Yes,2025-01-20,MGR0098
REQ01175,Finance,2024-01-07,72,137,Yes,2024-03-19,MGR0233
REQ01176,Customer Service,2025-05-26,55,33,Yes,2025-07-20,MGR0219
REQ01177,Customer Service,2025-02-15,72,61,Yes,2025-04-28,MGR0083
REQ01178,Operations,2024-11-10,31,33,Yes,2024-12-11,MGR0235
REQ01179,Maintenance,2024-07-17,66,62,Yes,2024-09-21,MGR0157
REQ01180,Finance,2023-07-15,34,54,Yes,2023-08-18,MGR0102
REQ01181,Operations,2025-06-27,64,127,Yes,2025-08-30,MGR0231
REQ01182,Maintenance,2025-06-05,65,44,Yes,2025-08-09,MGR0237
REQ01183,Operations,2024-12-01,72,107,Yes,2025-02-11,MGR0210
REQ01184,Maintenance,2024-01-11,28,9,Yes,2024-02-08,MGR0175
REQ01185,Safety & Compliance,2025-01-31,47,124,Yes,2025-03-19,MGR0239
REQ01186,Operations,2023-07-30,39,86,Yes,2023-09-07,MGR0248
REQ01187,Operations,2023-05-01,25,101,Yes,2023-05-26,MGR0148
REQ01188,Operations,2025-06-17,47,71,Yes,2025-08-03,MGR0009
REQ01189,Operations,2024-05-27,68,88,Yes,2024-08-03,MGR0263
REQ01190,Customer Service,2024-03-28,63,116,Yes,2024-05-30,MGR0196
REQ01191,Customer Service,2025-03-12,50,60,Yes,2025-05-01,MGR0129
REQ01192,Finance,2024-07-01,44,50,Yes,2024-08-14,MGR0079
REQ01193,Maintenance,2023-01-21,33,32,Yes,2023-02-23,MGR0084
REQ01194,Maintenance,2024-12-21,24,111,No,2025-01-14,MGR0188
REQ01195,HR,2025-10-17,50,128,Yes,2025-12-06,MGR0097
REQ01196,Maintenance,2024-08-14,56,126,No,2024-10-09,MGR0017
REQ01197,Operations,2025-04-12,73,74,Yes,2025-06-24,MGR0005
REQ01198,Operations,2025-11-24,54,89,Yes,2026-01-17,MGR0249
REQ01199,Operations,2023-08-14,27,81,Yes,2023-09-10,MGR0070
REQ01200,Maintenance,2025-06-01,46,57,Yes,2025-07-17,MGR0186
REQ01201,IT,2023-11-13,63,138,Yes,2024-01-15,MGR0114
REQ01202,Maintenance,2024-10-13,64,85,Yes,2024-12-16,MGR0207
REQ01203,Maintenance,2025-06-13,53,16,No,2025-08-05,MGR0233
REQ01204,Maintenance,2025-06-12,41,22,Yes,2025-07-23,MGR0299
REQ01205,Customer Service,2025-06-18,19,87,Yes,2025-07-07,MGR0291
REQ01206,Operations,2023-08-18,60,26,No,2023-10-17,MGR0279
REQ01207,Operations,2024-07-14,27,34,Yes,2024-08-10,MGR0072
REQ01208,IT,2025-03-08,99,73,Yes,2025-06-15,MGR0298
REQ01209,Operations,2023-08-04,66,17,Yes,2023-10-09,MGR0171
REQ01210,Operations,2024-08-02,74,117,No,2024-10-15,MGR0130
REQ01211,Operations,2025-10-04,27,146,No,2025-10-31,MGR0132
REQ01212,IT,2025-04-10,53,56,Yes,2025-06-02,MGR0240
REQ01213,HR,2023-04-24,39,67,No,2023-06-02,MGR0098
REQ01214,Operations,2025-04-29,48,37,Yes,2025-06-16,MGR0101
REQ01215,Maintenance,2024-09-29,22,78,No,2024-10-21,MGR0109
REQ01216,Customer Service,2024-06-26,68,86,Yes,2024-09-02,MGR0175
REQ01217,Maintenance,2024-01-23,36,112,Yes,2024-02-28,MGR0085
REQ01218,Finance,2024-01-22,40,103,Yes,2024-03-02,MGR0004
REQ01219,IT,2024-06-11,101,13,Yes,2024-09-20,MGR0279
REQ01220,Maintenance,2024-12-23,31,18,Yes,2025-01-23,MGR0252
REQ01221,Maintenance,2023-05-23,37,12,Yes,2023-06-29,MGR0097
REQ01222,Customer Service,2024-01-05,50,118,Yes,2024-02-24,MGR0074
REQ01223,Maintenance,2025-10-08,55,121,Yes,2025-12-02,MGR0006
REQ01224,Maintenance,2024-12-27,31,43,Yes,2025-01-27,MGR0267
REQ01225,Planning,2024-07-21,63,116,No,2024-09-22,MGR0138
REQ01226,Planning,2025-07-21,92,10,Yes,2025-10-21,MGR0042
REQ01227,Operations,2023-08-12,22,104,Yes,2023-09-03,MGR0118
REQ01228,Customer Service,2023-06-10,31,71,Yes,2023-07-11,MGR0278
REQ01229,IT,2025-07-12,111,92,Yes,2025-10-31,MGR0052
REQ01230,Operations,2025-03-22,67,104,Yes,2025-05-28,MGR0099
REQ01231,Operations,2023-06-11,28,30,No,2023-07-09,MGR0075
REQ01232,Maintenance,2023-05-16,53,149,Yes,2023-07-08,MGR0184
REQ01233,Operations,2023-09-23,68,72,Yes,2023-11-30,MGR0158
REQ01234,IT,2024-11-01,82,30,Yes,2025-01-22,MGR0164
REQ01235,Customer Service,2025-10-07,19,84,Yes,2025-10-26,MGR0145
REQ01236,IT,2025-07-04,55,88,Yes,2025-08-28,MGR0197
REQ01237,Operations,2024-03-06,72,27,Yes,2024-05-17,MGR0250
REQ01238,Safety & Compliance,2023-01-09,68,123,Yes,2023-03-18,MGR0271
REQ01239,Planning,2023-06-25,47,48,No,2023-08-11,MGR0123
REQ01240,Maintenance,2023-08-22,49,130,Yes,2023-10-10,MGR0193
REQ01241,IT,2025-10-19,48,14,Yes,2025-12-06,MGR0199
REQ01242,IT,2023-11-21,118,135,Yes,2024-03-18,MGR0128
REQ01243,Operations,2024-03-20,53,98,No,2024-05-12,MGR0098
REQ01244,Operations,2024-04-20,40,129,Yes,2024-05-30,MGR0123
REQ01245,Operations,2025-04-26,58,79,Yes,2025-06-23,MGR0030
REQ01246,Operations,2024-02-08,59,15,Yes,2024-04-07,MGR0246
REQ01247,Finance,2024-08-25,24,112,Yes,2024-09-18,MGR0263
REQ01248,Operations,2025-05-01,33,37,Yes,2025-06-03,MGR0048
REQ01249,Operations,2024-04-08,22,16,No,2024-04-30,MGR0170
REQ01250,Customer Service,2024-09-23,66,10,Yes,2024-11-28,MGR0218
REQ01251,IT,2023-09-02,78,96,Yes,2023-11-19,MGR0220
REQ01252,Operations,2025-12-18,47,62,Yes,2026-02-03,MGR0191
REQ01253,Operations,2024-12-06,48,42,Yes,2025-01-23,MGR0003
REQ01254,Customer Service,2023-03-21,69,114,No,2023-05-29,MGR0209
REQ01255,Operations,2024-02-08,61,127,Yes,2024-04-09,MGR0206
REQ01256,Finance,2024-08-28,31,14,Yes,2024-09-28,MGR0210
REQ01257,Operations,2025-12-20,34,146,Yes,2026-01-23,MGR0292
REQ01258,Operations,2023-09-13,48,61,Yes,2023-10-31,MGR0157
REQ01259,Operations,2023-04-15,50,69,Yes,2023-06-04,MGR0194
REQ01260,Operations,2023-02-05,64,60,Yes,2023-04-10,MGR0045
REQ01261,Finance,2023-06-18,34,30,No,2023-07-22,MGR0023
REQ01262,Operations,2023-02-09,27,65,No,2023-03-08,MGR0011
REQ01263,Safety & Compliance,2023-05-19,29,56,No,2023-06-17,MGR0160
REQ01264,Safety & Compliance,2025-06-14,37,117,Yes,2025-07-21,MGR0020
REQ01265,IT,2023-04-27,77,81,No,2023-07-13,MGR0241
REQ01266,Operations,2024-07-02,39,91,Yes,2024-08-10,MGR0049
REQ01267,Maintenance,2023-09-27,33,20,Yes,2023-10-30,MGR0165
REQ01268,Maintenance,2025-08-08,29,92,Yes,2025-09-06,MGR0149
REQ01269,Operations,2024-11-25,28,61,No,2024-12-23,MGR0253
REQ01270,Operations,2023-12-15,57,143,No,2024-02-10,MGR0006
REQ01271,Customer Service,2025-03-02,55,71,Yes,2025-04-26,MGR0087
REQ01272,Customer Service,2023-02-02,46,29,Yes,2023-03-20,MGR0231
REQ01273,Maintenance,2025-04-16,35,72,Yes,2025-05-21,MGR0235
REQ01274,Planning,2024-04-26,86,125,Yes,2024-07-21,MGR0272
REQ01275,Maintenance,2024-12-04,27,129,Yes,2024-12-31,MGR0171
REQ01276,HR,2024-08-31,53,142,No,2024-10-23,MGR0062
REQ01277,Maintenance,2025-12-13,38,25,No,2026-01-20,MGR0295
REQ01278,Customer Service,2024-08-09,23,37,Yes,2024-09-01,MGR0274
REQ01279,Maintenance,2025-10-07,50,100,Yes,2025-11-26,MGR0266
REQ01280,Operations,2024-09-05,25,53,Yes,2024-09-30,MGR0244
REQ01281,Operations,2024-06-08,65,93,Yes,2024-08-12,MGR0233
REQ01282,Maintenance,2024-11-03,40,21,Yes,2024-12-13,MGR0102
REQ01283,IT,2023-06-17,90,134,Yes,2023-09-15,MGR0057
REQ01284,Maintenance,2023-12-31,56,123,Yes,2024-02-25,MGR0250
REQ01285,Maintenance,2023-03-03,26,86,Yes,2023-03-29,MGR0068
REQ01286,Maintenance,2023-01-19,35,107,Yes,2023-02-23,MGR0166
REQ01287,Maintenance,2023-09-26,26,57,No,2023-10-22,MGR0072
REQ01288,Operations,2025-02-25,38,113,Yes,2025-04-04,MGR0261
REQ01289,Maintenance,2025-09-16,70,73,Yes,2025-11-25,MGR0290
REQ01290,Maintenance,2023-06-09,60,25,Yes,2023-08-08,MGR0009
REQ01291,Operations,2025-07-03,75,91,Yes,2025-09-16,MGR0293
REQ01292,Operations,2023-01-22,32,81,Yes,2023-02-23,MGR0017
REQ01293,Maintenance,2024-05-22,62,117,No,2024-07-23,MGR0022
REQ01294,Maintenance,2024-03-13,67,67,No,2024-05-19,MGR0271
REQ01295,Operations,2023-12-01,21,48,Yes,2023-12-22,MGR0247
REQ01296,Maintenance,2023-05-07,25,124,Yes,2023-06-01,MGR0283
REQ01297,Operations,2024-01-14,73,52,Yes,2024-03-27,MGR0245
REQ01298,IT,2023-10-08,53,64,Yes,2023-11-30,MGR0262
REQ01299,HR,2024-08-11,46,74,Yes,2024-09-26,MGR0084
REQ01300,Operations,2024-10-14,54,108,Yes,2024-12-07,MGR0040
REQ01301,Finance,2023-11-23,60,50,Yes,2024-01-22,MGR0010
REQ01302,IT,2023-10-28,87,83,Yes,2024-01-23,MGR0288
REQ01303,Operations,2023-07-23,61,14,Yes,2023-09-22,MGR0159
REQ01304,IT,2024-12-29,61,8,Yes,2025-02-28,MGR0247
REQ01305,Operations,2024-04-11,38,136,Yes,2024-05-19,MGR0200
REQ01306,Maintenance,2025-07-07,65,35,Yes,2025-09-10,MGR0035
REQ01307,Customer Service,2024-04-12,43,23,Yes,2024-05-25,MGR0289
REQ01308,Maintenance,2025-05-29,57,19,Yes,2025-07-25,MGR0211
REQ01309,Operations,2024-03-17,28,143,Yes,2024-04-14,MGR0088
REQ01310,Operations,2024-06-17,18,29,Yes,2024-07-05,MGR0059
REQ01311,IT,2024-10-25,80,117,Yes,2025-01-13,MGR0252
REQ01312,Finance,2025-04-13,61,87,Yes,2025-06-13,MGR0073
REQ01313,Finance,2025-09-30,57,150,No,2025-11-26,MGR0106
REQ01314,Operations,2024-09-15,41,47,Yes,2024-10-26,MGR0058
REQ01315,Operations,2024-07-11,39,55,No,2024-08-19,MGR0133
REQ01316,Customer Service,2024-08-21,28,36,Yes,2024-09-18,MGR0203
REQ01317,Operations,2024-03-18,19,143,Yes,2024-04-06,MGR0053
REQ01318,Operations,2024-11-24,46,72,Yes,2025-01-09,MGR0017
REQ01319,Maintenance,2024-10-08,31,147,Yes,2024-11-08,MGR0054
REQ01320,Operations,2024-05-02,39,45,Yes,2024-06-10,MGR0259
REQ01321,IT,2025-04-16,86,85,No,2025-07-11,MGR0149
REQ01322,Customer Service,2023-09-27,20,147,No,2023-10-17,MGR0186
REQ01323,HR,2023-10-10,35,16,Yes,2023-11-14,MGR0263
REQ01324,Operations,2024-07-25,26,116,Yes,2024-08-20,MGR0110
REQ01325,HR,2023-10-23,62,17,Yes,2023-12-24,MGR0107
REQ01326,Operations,2023-06-23,40,39,Yes,2023-08-02,MGR0049
REQ01327,Operations,2024-07-19,24,116,Yes,2024-08-12,MGR0081
REQ01328,Finance,2025-02-22,30,60,Yes,2025-03-24,MGR0244
REQ01329,Planning,2024-08-29,86,80,Yes,2024-11-23,MGR0169
REQ01330,Operations,2023-08-03,21,147,Yes,2023-08-24,MGR0130
REQ01331,Operations,2023-11-05,27,141,Yes,2023-12-02,MGR0022
REQ01332,Operations,2023-03-23,33,13,Yes,2023-04-25,MGR0078
REQ01333,IT,2025-07-25,75,143,Yes,2025-10-08,MGR0137
REQ01334,Operations,2025-07-12,58,126,Yes,2025-09-08,MGR0290
REQ01335,Operations,2025-10-29,61,137,Yes,2025-12-29,MGR0105
REQ01336,Customer Service,2025-04-06,23,149,Yes,2025-04-29,MGR0045
REQ01337,Maintenance,2023-11-09,68,55,Yes,2024-01-16,MGR0190
REQ01338,Operations,2025-01-16,71,49,Yes,2025-03-28,MGR0182
REQ01339,Operations,2023-09-29,63,23,Yes,2023-12-01,MGR0162
REQ01340,Maintenance,2023-09-28,26,83,No,2023-10-24,MGR0003
REQ01341,IT,2025-12-17,49,65,Yes,2026-02-04,MGR0217
REQ01342,Maintenance,2024-08-05,62,84,No,2024-10-06,MGR0154
REQ01343,Customer Service,2023-07-15,58,34,Yes,2023-09-11,MGR0245
REQ01344,IT,2025-04-17,79,60,No,2025-07-05,MGR0240
REQ01345,Customer Service,2024-05-07,71,44,No,2024-07-17,MGR0043
REQ01346,Operations,2025-10-18,67,92,Yes,2025-12-24,MGR0259
REQ01347,Maintenance,2023-02-16,63,68,Yes,2023-04-20,MGR0109
REQ01348,Operations,2024-11-10,43,49,Yes,2024-12-23,MGR0032
REQ01349,Operations,2023-03-05,51,28,Yes,2023-04-25,MGR0172
REQ01350,Maintenance,2025-12-09,75,98,Yes,2026-02-22,MGR0135
REQ01351,Customer Service,2024-05-10,44,73,Yes,2024-06-23,MGR0067
REQ01352,Operations,2024-11-10,49,54,Yes,2024-12-29,MGR0062
REQ01353,IT,2025-10-05,88,124,Yes,2026-01-01,MGR0114
REQ01354,Maintenance,2023-09-09,43,97,Yes,2023-10-22,MGR0132
REQ01355,Operations,2025-09-19,27,9,Yes,2025-10-16,MGR0148
REQ01356,IT,2023-05-02,102,64,Yes,2023-08-12,MGR0197
REQ01357,Maintenance,2023-11-15,40,145,Yes,2023-12-25,MGR0109
REQ01358,Operations,2025-10-31,29,118,Yes,2025-11-29,MGR0179
REQ01359,Customer Service,2025-01-14,64,37,Yes,2025-03-19,MGR0008
REQ01360,Customer Service,2024-12-28,38,113,Yes,2025-02-04,MGR0186
REQ01361,HR,2023-07-14,64,12,Yes,2023-09-16,MGR0219
REQ01362,Operations,2023-07-11,65,37,Yes,2023-09-14,MGR0293
REQ01363,HR,2024-02-22,48,67,Yes,2024-04-10,MGR0073
REQ01364,Operations,2023-01-14,37,149,Yes,2023-02-20,MGR0179
REQ01365,Maintenance,2023-01-26,41,113,Yes,2023-03-08,MGR0001
REQ01366,Planning,2023-11-23,76,23,No,2024-02-07,MGR0300
REQ01367,Operations,2024-10-15,60,84,No,2024-12-14,MGR0001
REQ01368,Operations,2024-08-08,29,131,No,2024-09-06,MGR0205
REQ01369,Finance,2024-07-12,47,134,Yes,2024-08-28,MGR0124
REQ01370,Operations,2023-10-18,40,147,Yes,2023-11-27,MGR0285
REQ01371,Operations,2025-10-13,48,148,Yes,2025-11-30,MGR0139
REQ01372,IT,2025-10-08,111,81,Yes,2026-01-27,MGR0222
REQ01373,IT,2025-09-18,58,30,Yes,2025-11-15,MGR0061
REQ01374,Planning,2024-09-29,114,132,Yes,2025-01-21,MGR0257
REQ01375,Maintenance,2025-09-18,59,69,Yes,2025-11-16,MGR0155
REQ01376,Operations,2024-11-27,64,79,Yes,2025-01-30,MGR0078
REQ01377,Customer Service,2025-08-16,57,145,Yes,2025-10-12,MGR0299
REQ01378,Operations,2024-06-15,21,124,Yes,2024-07-06,MGR0041
REQ01379,Operations,2023-02-17,53,24,Yes,2023-04-11,MGR0213
REQ01380,Operations,2023-04-17,71,32,Yes,2023-06-27,MGR0208
REQ01381,Operations,2024-03-03,71,76,Yes,2024-05-13,MGR0118
REQ01382,Operations,2024-11-18,75,96,Yes,2025-02-01,MGR0237
REQ01383,Maintenance,2025-04-28,38,131,Yes,2025-06-05,MGR0171
REQ01384,Maintenance,2025-03-06,28,24,Yes,2025-04-03,MGR0137
REQ01385,Operations,2025-02-06,62,136,Yes,2025-04-09,MGR0240
REQ01386,Operations,2024-03-05,39,31,Yes,2024-04-13,MGR0059
REQ01387,Operations,2025-11-02,52,136,Yes,2025-12-24,MGR0142
REQ01388,Operations,2024-07-26,24,62,Yes,2024-08-19,MGR0160
REQ01389,Operations,2024-03-26,59,33,Yes,2024-05-24,MGR0061
REQ01390,Operations,2024-08-27,68,132,Yes,2024-11-03,MGR0284
REQ01391,IT,2025-02-20,104,31,Yes,2025-06-04,MGR0191
REQ01392,Customer Service,2025-05-25,75,59,Yes,2025-08-08,MGR0201
REQ01393,IT,2023-12-22,90,143,Yes,2024-03-21,MGR0218
REQ01394,Operations,2024-06-17,52,125,Yes,2024-08-08,MGR0047
REQ01395,Customer Service,2023-01-17,65,29,Yes,2023-03-23,MGR0088
REQ01396,Maintenance,2025-02-18,35,9,Yes,2025-03-25,MGR0235
REQ01397,HR,2025-11-12,72,60,Yes,2026-01-23,MGR0266
REQ01398,Maintenance,2024-04-08,75,138,Yes,2024-06-22,MGR0102
REQ01399,Operations,2024-01-20,54,146,Yes,2024-03-14,MGR0072
REQ01400,HR,2024-05-28,57,20,Yes,2024-07-24,MGR0221
REQ01401,Operations,2025-01-08,71,26,No,2025-03-20,MGR0028
REQ01402,Maintenance,2024-04-04,21,18,Yes,2024-04-25,MGR0219
REQ01403,IT,2025-07-21,61,137,Yes,2025-09-20,MGR0195
REQ01404,Operations,2024-10-04,42,137,Yes,2024-11-15,MGR0078
REQ01405,Maintenance,2024-10-23,34,148,Yes,2024-11-26,MGR0119
REQ01406,Finance,2023-02-02,62,33,No,2023-04-05,MGR0189
REQ01407,Finance,2023-08-17,56,126,Yes,2023-10-12,MGR0075
REQ01408,Customer Service,2023-04-08,33,123,Yes,2023-05-11,MGR0085
REQ01409,Maintenance,2024-11-17,26,97,Yes,2024-12-13,MGR0030
REQ01410,Operations,2023-01-31,64,107,Yes,2023-04-05,MGR0272
REQ01411,Finance,2023-06-24,50,34,Yes,2023-08-13,MGR0150
REQ01412,Operations,2023-09-17,70,25,Yes,2023-11-26,MGR0222
REQ01413,Operations,2025-03-29,43,99,Yes,2025-05-11,MGR0036
REQ01414,HR,2023-06-09,56,39,Yes,2023-08-04,MGR0126
REQ01415,Planning,2024-01-12,101,19,Yes,2024-04-22,MGR0120
REQ01416,HR,2024-11-04,47,150,Yes,2024-12-21,MGR0099
REQ01417,Operations,2025-10-20,45,91,Yes,2025-12-04,MGR0068
REQ01418,Maintenance,2025-05-23,67,78,Yes,2025-07-29,MGR0078
REQ01419,Customer Service,2023-08-16,57,70,No,2023-10-12,MGR0187
REQ01420,Maintenance,2023-10-23,45,77,Yes,2023-12-07,MGR0014
REQ01421,Customer Service,2024-06-12,59,76,No,2024-08-10,MGR0180
REQ01422,Operations,2024-04-25,68,36,Yes,2024-07-02,MGR0160
REQ01423,Maintenance,2023-09-22,66,121,No,2023-11-27,MGR0101
REQ01424,Operations,2024-08-16,61,20,Yes,2024-10-16,MGR0184
REQ01425,Maintenance,2025-07-03,38,122,Yes,2025-08-10,MGR0112
REQ01426,Customer Service,2024-09-09,24,115,Yes,2024-10-03,MGR0143
REQ01427,Operations,2024-04-07,29,55,Yes,2024-05-06,MGR0153
REQ01428,Maintenance,2023-11-11,47,10,Yes,2023-12-28,MGR0057
REQ01429,Maintenance,2023-10-18,20,31,Yes,2023-11-07,MGR0262
REQ01430,Operations,2025-02-20,18,144,Yes,2025-03-10,MGR0174
REQ01431,Maintenance,2024-12-08,28,61,Yes,2025-01-05,MGR0049
REQ01432,Operations,2025-09-14,51,98,Yes,2025-11-04,MGR0293
REQ01433,Operations,2023-03-02,61,83,Yes,2023-05-02,MGR0148
REQ01434,Planning,2024-06-22,66,83,Yes,2024-08-27,MGR0148
REQ01435,Operations,2023-02-19,60,133,Yes,2023-04-20,MGR0208
REQ01436,Customer Service,2025-07-11,45,143,Yes,2025-08-25,MGR0026
REQ01437,Maintenance,2023-01-12,32,8,Yes,2023-02-13,MGR0132
REQ01438,Operations,2023-10-06,69,108,Yes,2023-12-14,MGR0022
REQ01439,Operations,2025-10-14,38,101,Yes,2025-11-21,MGR0215
REQ01440,Customer Service,2024-11-26,67,68,No,2025-02-01,MGR0095
REQ01441,Operations,2023-06-14,45,38,Yes,2023-07-29,MGR0010
REQ01442,Operations,2024-10-31,41,147,Yes,2024-12-11,MGR0267
REQ01443,Customer Service,2025-06-13,18,80,Yes,2025-07-01,MGR0096
REQ01444,Maintenance,2023-01-22,34,67,Yes,2023-02-25,MGR0099
REQ01445,Operations,2024-11-21,34,66,Yes,2024-12-25,MGR0045
REQ01446,Operations,2025-04-03,64,88,No,2025-06-06,MGR0093
REQ01447,IT,2025-11-14,110,92,No,2026-03-04,MGR0053
REQ01448,Operations,2024-04-08,20,27,No,2024-04-28,MGR0059
REQ01449,Operations,2023-08-28,75,60,Yes,2023-11-11,MGR0032
REQ01450,IT,2023-07-21,116,56,Yes,2023-11-14,MGR0031
